Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Processor,Display_Size_inch,Display_Type,Battery_mAh,Processor,Warranty_Years,Specs,Price_Tier
Oneplus,OnePlus Nord 5 5G,"OnePlus Nord 5 5G (Dry Ice, 256 GB)",34977,37609.68,7,4.5,12.0,256.0,Not Specified,6.83,Full HD+,6800.0,Not Specified,1.0,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP Rear Camera; 6800 mAh Battery; 1 Year Warranty,Mid Range
Oneplus,OnePlus Nord 5 5G,"OnePlus Nord 5 5G (Phantom Grey, 256 GB)",34999,37633.33,7,4.5,12.0,256.0,Not Specified,6.83,Full HD+,6800.0,Not Specified,1.0,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP Rear Camera; 6800 mAh Battery; 1 Year Warranty,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Poco,POCO C61,"POCO C61 (Mystical Green, 64 GB)",7199,8998.75,20,4.1,4.0,64.0,Helio G36 Processor,6.71,HD+,5000.0,Helio G36 Processor,1.0,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Poco,POCO C71,"POCO C71 (Desert Gold, 64 GB)",6199,8984.06,31,3.9,4.0,64.0,Unisoc T7250 Max clock speed:  2 x A75@1.8GHz 6 x A55@1.6GHz Processor,6.88,HD+,5200.0,Unisoc T7250 Max clock speed:  2 x A75@1.8GHz 6 x A55@1.6GHz Processor,1.0,"4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.48 cm (6.88 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 5200 mAh Battery; Unisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",Budget
Realme,realme P3 Ultra 5G,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,31744.44,37,4.4,8.0,128.0,Dimensity 8350 Ultra Processor,6.83,Full HD+,6000.0,Dimensity 8350 Ultra Processor,1.0,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Poco,POCO C61,"POCO C61 (Mystical Green, 128 GB)",8499,9998.82,15,4.3,6.0,128.0,Helio G36 Processor,6.71,HD+,5000.0,Helio G36 Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Realme,realme C61,"realme C61 (Marble Black, 128 GB)",8499,9998.82,15,4.4,4.0,128.0,T612 Processor,6.745,HD+,5000.0,T612 Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.13 cm (6.745 inch) HD+ Display; 32MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T612 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Motorola,Motorola e13,"Motorola e13 (Aurora Green, 128 GB)",7999,10957.53,27,4.1,8.0,128.0,Unisoc T606 Processor,6.5,HD+,5000.0,Unisoc T606 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) HD+ Display; 13MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Unisoc T606 Processor; 1 Year on Handset and 6 Months on Accessories,Budget
Oneplus,OnePlus Nord CE 3 Lite 5G,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)",14400,19726.03,27,4.4,8.0,128.0,Not Specified,6.72,Full HD+,5000.0,Not Specified,0.0,8 GB RAM | 128 GB ROM; 17.07 cm (6.72 inch) Display; 108MP Rear Camera; 5000 mAh Battery; Domestic Warranty of 12 months on phone & 6 months on accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,34882.56,14,4.5,8.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Google,Google Pixel 7,"Google Pixel 7 (Snow, 128 GB)",29999,59998.0,50,4.3,8.0,128.0,Google Tensor G2 Processor,6.3,Full HD+,4270.0,Google Tensor G2 Processor,0.0,8 GB RAM | 128 GB ROM; 16.0 cm (6.3 inch) Full HD+ Display; 50MP + 12MP | 10.8MP Front Camera; 4270 mAh Battery; Google Tensor G2 Processor; NA,Mid Range
Motorola,Motorola e13,"Motorola e13 (Cosmic Black, 128 GB)",7999,10957.53,27,4.1,8.0,128.0,Unisoc T606 Processor,6.5,HD+,5000.0,Unisoc T606 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) HD+ Display; 13MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Unisoc T606 Processor; 1 Year on Handset and 6 Months on Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Tecno,Tecno Spark Go 2,"Tecno Spark Go 2 (Titanium Grey, 64 GB)",6999,8973.08,22,4.2,4.0,64.0,T7250 Processor,6.67,Full HD+,5000.0,T7250 Processor,1.0,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 13MP Rear Camera; 5000 mAh Lithium Polymer Battery; T7250 Processor; 1 Year Manufacturer Warranty for Phone,Budget
Google,Google Pixel 8a,"Google Pixel 8a (Obsidian, 128 GB)",37999,52776.39,28,4.3,8.0,128.0,Tensor G3 Processor,6.1,Full HD+,4404.0,Tensor G3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.49 cm (6.1 inch) Full HD+ Display; 64MP + 13MP | 13MP Front Camera; 4404 mAh Battery; Tensor G3 Processor; 1 Year Domestic Warranty,Mid Range
Google,Google Pixel 7,"Google Pixel 7 (Obsidian, 128 GB)",29999,59998.0,50,4.3,8.0,128.0,Google Tensor G2 Processor,6.3,Full HD+,4270.0,Google Tensor G2 Processor,1.0,8 GB RAM | 128 GB ROM; 16.0 cm (6.3 inch) Full HD+ Display; 50MP + 12MP | 10.8MP Front Camera; 4270 mAh Battery; Google Tensor G2 Processor; 1 Year Domestic Warranty,Mid Range
Infinix,Infinix Note 40 5G,"Infinix Note 40 5G (Ttan Gold, 256 GB)",19999,24998.75,20,4.2,8.0,256.0,Dimensity 7020 Processor,6.78,Full HD+,5000.0,Dimensity 7020 Processor,1.0,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 108MP + 2MP + 2MP | 32MP Front Camera; 5000 mAh Battery; Dimensity 7020 Processor; 1 Year on Handset,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Motorola,Motorola Edge 50 Pro 5G with 68W Charger,"Motorola Edge 50 Pro 5G with 68W Charger (Luxe Lavender, 256 GB)",26999,36984.93,27,4.4,8.0,256.0,7 Gen 3 Mobile Platform Processor,6.7,Full HD+,4500.0,7 Gen 3 Mobile Platform Processor,1.0,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Display; 50MP + 13MP + 10MP | 50MP Front Camera; 4500 mAh Battery; 7 Gen 3 Mobile Platform Processor; 1 Year on Handset and 6 Months on Accessories,Mid Range
Realme,realme C63,"realme C63 (Jade Green, 64 GB)",8499,9998.82,15,4.3,4.0,64.0,T612 Processor,6.745,HD+,5000.0,T612 Processor,1.0,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; T612 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Motorola,Motorola g14,"Motorola g14 (Butter Cream, 128 GB)",8499,12877.27,34,4.1,4.0,128.0,T616 Processor,6.5,Full HD+,5000.0,T616 Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; T616 Processor; Immersive Stereo Speakers with Dolby Atmos; 1 Year on Handset and 6 Months on Accessories,Budget
Poco,POCO C55,"POCO C55 (Power Black, 128 GB)",7999,13791.38,42,4.2,6.0,128.0,Mediatek Helio G85 Processor,6.71,HD+,5000.0,Mediatek Helio G85 Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 50MP Dual Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Apple,Apple iPhone 15 Plus,"Apple iPhone 15 Plus (Black, 128 GB)",69900,69900.0,0,4.6,8.0,128.0,"A16 Bionic Chip, 6 Core Processor",6.7,Super Retina,5000.0,"A16 Bionic Chip, 6 Core Processor",0.0,"128 GB ROM; 17.02 cm (6.7 inch) Super Retina XDR Display; 48MP + 12MP | 12MP Front Camera; A16 Bionic Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.",High Range
Redmi,REDMI 12,"REDMI 12 (Pastel Blue, 128 GB)",8999,14998.33,40,4.3,4.0,128.0,Helio G88 Processor,6.79,Full HD+,5000.0,Helio G88 Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 8MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G88 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,34882.56,14,4.5,8.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Motorola,MOTOROLA Edge 50,"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",20999,32810.94,36,4.3,8.0,256.0,Snapdragon 7 Gen 1 Accelerated Edition Processor,6.67,Full HD+,5000.0,Snapdragon 7 Gen 1 Accelerated Edition Processor,1.0,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 13MP + 10MP | 32MP Front Camera; 5000 mAh Battery; Snapdragon 7 Gen 1 Accelerated Edition Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid Range
Samsung,Samsung Galaxy S23 FE,"Samsung Galaxy S23 FE (Mint, 128 GB)",35990,79977.78,55,4.4,8.0,128.0,Samsung Exynos 2200 Processor,6.4,Full HD+,4500.0,Samsung Exynos 2200 Processor,1.0,8 GB RAM | 128 GB ROM; 16.26 cm (6.4 inch) Full HD+ Display; 50MP + 12MP | 10MP Front Camera; 4500 mAh Battery; Samsung Exynos 2200 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Tecno,Tecno Spark Go 2,"Tecno Spark Go 2 (Ink Black, 64 GB)",6699,8479.75,21,4.5,3.0,64.0,T7250 Processor,6.67,Full HD+,5000.0,T7250 Processor,1.0,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 13MP Rear Camera; 5000 mAh Lithium Polymer Battery; T7250 Processor; 1 Year Manufacturer Warranty for Phone,Budget
Samsung,Samsung M06 5G,"Samsung M06 5G (Sage Green, 128 GB)",10389,15277.94,32,3.9,6.0,128.0,Not Specified,6.7,Full HD+,5000.0,Not Specified,1.0,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Redmi,REDMI A3X,"REDMI A3X (Olive Green, 64 GB)",7299,10427.14,30,4.1,4.0,64.0,Not Specified,6.71,HD+,5000.0,Not Specified,1.0,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Google,Google Pixel 8 Pro,"Google Pixel 8 Pro (Bay, 128 GB)",79999,106665.33,25,4.4,12.0,128.0,Tensor G3 Processor,6.7,Full HD+,5050.0,Tensor G3 Processor,1.0,12 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ AMOLED Display; 50MP + 48MP + 48MP | 10.5MP Front Camera; 5050 mAh Battery; Tensor G3 Processor; 1 Year Domestic Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Google,Google Pixel 10 Pro XL,"Google Pixel 10 Pro XL (Obsidian, 256 GB)",124999,124999.0,0,4.8,16.0,256.0,Tensor G5 Processor,6.8,HD+,5200.0,Tensor G5 Processor,1.0,16 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Quad HD+ Display; 48MP + 48MP + 48MP | 42MP Front Camera; 5200 mAh Battery; Tensor G5 Processor; 1 Year Domestic Warranty,High Range
Redmi,REDMI A3X,"REDMI A3X (Starry White, 128 GB)",10999,10999.0,0,4.1,4.0,128.0,Not Specified,6.71,HD+,5000.0,Not Specified,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Redmi,REDMI 13C,"REDMI 13C (Starfrost White, 256 GB)",10999,15940.58,31,4.1,8.0,256.0,Helio G85 Processor,6.74,HD+,5000.0,Helio G85 Processor,1.0,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Redmi,REDMI 13C,"REDMI 13C (Stardust Black, 128 GB)",9999,13887.5,28,4.3,6.0,128.0,Helio G85 Processor,6.74,HD+,5000.0,Helio G85 Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Realme,realme C63,"realme C63 (Leather Blue, 128 GB)",8999,10974.39,18,4.3,4.0,128.0,T612 Processor,6.745,HD+,5000.0,T612 Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; T612 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Google,Google Pixel 8 Pro,"Google Pixel 8 Pro (Obsidian, 128 GB)",79999,106665.33,25,4.4,12.0,128.0,Tensor G3 Processor,6.7,Full HD+,5050.0,Tensor G3 Processor,1.0,12 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ AMOLED Display; 50MP + 48MP + 48MP | 10.5MP Front Camera; 5050 mAh Battery; Tensor G3 Processor; 1 Year Domestic Warranty,High Range
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Realme,realme P3 Ultra 5G,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,31744.44,37,4.4,8.0,128.0,Dimensity 8350 Ultra Processor,6.83,Full HD+,6000.0,Dimensity 8350 Ultra Processor,1.0,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Itel,itel P55,"itel P55 (Moonlit Black, 128 GB)",7999,9998.75,20,4.2,8.0,128.0,Unisoc T606 Processor,6.56,HD,5000.0,Unisoc T606 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB; 16.66 cm (6.56 inch) HD Display; 50MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; Unisoc T606 Processor; 1 Year Manufacturer Warranty,Budget
Redmi,REDMI A3X,"REDMI A3X (Starry White, 64 GB)",6699,9998.51,33,4.1,3.0,64.0,Not Specified,6.71,HD+,5000.0,Not Specified,1.0,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Poco,POCO M7 Plus 5G,"POCO M7 Plus 5G (Aqua Blue, 128 GB)",11999,16900.0,29,4.3,6.0,128.0,Snapdragon 6s Gen 3 5G Processor,6.9,HD+,7000.0,Snapdragon 6s Gen 3 5G Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.53 cm (6.9 inch) Display; 50MP AI Dual Camera; 7000 mAh Battery; Snapdragon 6s Gen 3 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
